instruction,input,response
"Given the dataset delimited by the triple backticks, forecast number of days client 7654-DOLHO will take for the payment of an invoice dated 2013-09-19 with an amount 23.62 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7654-DOLHO  2012-02-01          20.47            38
7654-DOLHO  2012-03-11          23.05            36
7654-DOLHO  2012-03-16          33.75            30
7654-DOLHO  2012-04-06          37.93            33
7654-DOLHO  2012-04-20          33.01            22
7654-DOLHO  2012-05-16          36.20            21
7654-DOLHO  2012-07-21          17.37            30
7654-DOLHO  2012-08-11          23.04            26
7654-DOLHO  2012-08-28          69.55            26
7654-DOLHO  2012-09-13           8.22            22
7654-DOLHO  2012-09-15          46.03            23
7654-DOLHO  2012-09-29          46.41            24
7654-DOLHO  2012-10-05          43.97            28
7654-DOLHO  2012-10-06          47.44            29
7654-DOLHO  2012-11-05          32.36            34
7654-DOLHO  2012-12-27           5.26            27
7654-DOLHO  2012-12-28          45.11            17
7654-DOLHO  2013-01-25           7.08            25
7654-DOLHO  2013-02-02          24.60            15
7654-DOLHO  2013-04-12          16.06            25
7654-DOLHO  2013-07-01          48.33            25
7654-DOLHO  2013-07-03          17.12            29
```","{'customerID': '7654-DOLHO', 'InvoiceDate': '2013-09-19', 'InvoiceAmount': 23.62, 'DaysToSettle': 24}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7695-NKUXM will take for the payment of an invoice dated 2013-09-10 with an amount 55.6 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7695-NKUXM  2012-02-14          30.05             7
7695-NKUXM  2012-02-17          70.57            19
7695-NKUXM  2012-03-19          57.21            18
7695-NKUXM  2012-03-21          40.68            21
7695-NKUXM  2012-05-07          45.76            19
7695-NKUXM  2012-08-17          55.22            28
7695-NKUXM  2012-08-25          27.52             4
7695-NKUXM  2012-08-30          45.52            28
7695-NKUXM  2012-10-07          47.52            14
7695-NKUXM  2012-11-07          50.02            11
7695-NKUXM  2012-11-16          69.40            13
7695-NKUXM  2012-11-20          38.12            22
7695-NKUXM  2013-03-20          49.90             4
7695-NKUXM  2013-06-22          53.19             3
7695-NKUXM  2013-06-30          63.05             3
7695-NKUXM  2013-07-01          44.25             5
7695-NKUXM  2013-08-31          70.76            20
```","{'customerID': '7695-NKUXM', 'InvoiceDate': '2013-09-10', 'InvoiceAmount': 55.6, 'DaysToSettle': 23}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7758-WKLVM will take for the payment of an invoice dated 2013-09-04 with an amount 72.09 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7758-WKLVM  2012-02-15          56.36            39
7758-WKLVM  2012-03-19          48.42            51
7758-WKLVM  2012-03-24          63.08            44
7758-WKLVM  2012-04-11          30.06            36
7758-WKLVM  2012-04-29          84.78            39
7758-WKLVM  2012-05-28          55.22            28
7758-WKLVM  2012-06-09          68.06            27
7758-WKLVM  2012-06-24          71.49            44
7758-WKLVM  2012-07-07          51.31            43
7758-WKLVM  2012-08-21          60.87            31
7758-WKLVM  2012-09-23          41.70            37
7758-WKLVM  2012-10-04          94.52            54
7758-WKLVM  2012-10-09          56.82            32
7758-WKLVM  2012-11-05          41.61            55
7758-WKLVM  2012-12-22          44.36            33
7758-WKLVM  2013-03-12          70.85            55
7758-WKLVM  2013-03-19          72.50            53
7758-WKLVM  2013-05-05          81.23            46
7758-WKLVM  2013-06-06          63.74            49
7758-WKLVM  2013-07-04          55.12            29
7758-WKLVM  2013-07-30          65.59            56
```","{'customerID': '7758-WKLVM', 'InvoiceDate': '2013-09-04', 'InvoiceAmount': 72.09, 'DaysToSettle': 44}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7841-HROAQ will take for the payment of an invoice dated 2013-11-11 with an amount 72.62 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7841-HROAQ  2012-02-01          56.20            37
7841-HROAQ  2012-04-24          71.68            24
7841-HROAQ  2012-04-25          73.90            21
7841-HROAQ  2012-06-19          58.20            30
7841-HROAQ  2012-06-20          63.36            18
7841-HROAQ  2012-07-02          89.14            26
7841-HROAQ  2012-07-21          64.33            17
7841-HROAQ  2012-07-24          77.84            22
7841-HROAQ  2012-08-02          68.53            38
7841-HROAQ  2012-08-08          53.74            27
7841-HROAQ  2012-08-25          72.94            31
7841-HROAQ  2012-12-02          84.74            37
7841-HROAQ  2012-12-13          73.00            22
7841-HROAQ  2012-12-15          54.27            44
7841-HROAQ  2013-02-10          91.89            25
7841-HROAQ  2013-05-18          64.30            27
7841-HROAQ  2013-06-06          47.99            35
7841-HROAQ  2013-06-10          68.95            28
7841-HROAQ  2013-07-03          63.03            38
7841-HROAQ  2013-10-16          90.61            21
```","{'customerID': '7841-HROAQ', 'InvoiceDate': '2013-11-11', 'InvoiceAmount': 72.62, 'DaysToSettle': 9}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7856-ODQFO will take for the payment of an invoice dated 2013-11-04 with an amount 21.73 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7856-ODQFO  2012-02-13          40.16            20
7856-ODQFO  2012-04-05          23.53            18
7856-ODQFO  2012-07-02          30.12            30
7856-ODQFO  2012-07-02          67.59            25
7856-ODQFO  2012-07-27          63.17            26
7856-ODQFO  2012-09-12          43.79            18
7856-ODQFO  2012-09-19          41.41            28
7856-ODQFO  2012-09-25          44.24            24
7856-ODQFO  2012-10-07          44.83            16
7856-ODQFO  2012-11-04          30.40            20
7856-ODQFO  2012-11-19          27.62            33
7856-ODQFO  2012-12-22          52.92            25
7856-ODQFO  2013-01-13          56.60            27
7856-ODQFO  2013-01-20          56.86            36
7856-ODQFO  2013-02-17          43.41            33
7856-ODQFO  2013-03-08          57.96            47
7856-ODQFO  2013-03-08          61.67            23
7856-ODQFO  2013-03-29          14.63            26
7856-ODQFO  2013-04-03          37.82            22
7856-ODQFO  2013-04-07           9.47            20
7856-ODQFO  2013-04-07          84.15            30
7856-ODQFO  2013-04-16          61.14            35
7856-ODQFO  2013-05-18          40.54            20
7856-ODQFO  2013-06-23          40.69            16
7856-ODQFO  2013-08-24          82.42            36
7856-ODQFO  2013-09-08          38.00            24
```","{'customerID': '7856-ODQFO', 'InvoiceDate': '2013-11-04', 'InvoiceAmount': 21.73, 'DaysToSettle': 15}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7938-EVASK will take for the payment of an invoice dated 2013-08-13 with an amount 63.32 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7938-EVASK  2012-01-16          87.78            35
7938-EVASK  2012-01-19          43.77            41
7938-EVASK  2012-02-23          83.08            42
7938-EVASK  2012-04-29          65.45            33
7938-EVASK  2012-05-30          68.22            37
7938-EVASK  2012-07-05          59.67            34
7938-EVASK  2012-07-13          88.31            46
7938-EVASK  2012-09-07         111.21            22
7938-EVASK  2012-09-21          72.75            34
7938-EVASK  2012-11-17          62.17            48
7938-EVASK  2013-03-17          78.05            48
7938-EVASK  2013-05-04          65.79            24
7938-EVASK  2013-05-29          56.85            34
7938-EVASK  2013-06-05         103.11            51
7938-EVASK  2013-06-13          58.43            31
7938-EVASK  2013-06-15          44.14            34
7938-EVASK  2013-06-22          38.81            35
7938-EVASK  2013-07-17          72.10            28
7938-EVASK  2013-07-21          78.68            43
```","{'customerID': '7938-EVASK', 'InvoiceDate': '2013-08-13', 'InvoiceAmount': 63.32, 'DaysToSettle': 29}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7946-HJDUR will take for the payment of an invoice dated 2013-10-21 with an amount 55.21 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7946-HJDUR  2012-03-29          55.38            24
7946-HJDUR  2012-03-30          50.10            27
7946-HJDUR  2012-03-31          60.57            21
7946-HJDUR  2012-04-13          45.35            23
7946-HJDUR  2012-05-28          35.32            29
7946-HJDUR  2012-06-09          58.85            30
7946-HJDUR  2012-06-24          61.90            26
7946-HJDUR  2012-07-03          79.05            23
7946-HJDUR  2012-08-08          58.32            35
7946-HJDUR  2012-09-01          60.57            26
7946-HJDUR  2012-09-12          51.00            23
7946-HJDUR  2012-09-18          27.37            25
7946-HJDUR  2012-10-21          41.84            26
7946-HJDUR  2013-02-07          38.86            35
7946-HJDUR  2013-03-09          50.21            30
7946-HJDUR  2013-03-31          48.07            26
7946-HJDUR  2013-04-22          49.03            23
7946-HJDUR  2013-04-28          62.86            56
7946-HJDUR  2013-05-04          43.28            31
7946-HJDUR  2013-05-08          41.83            28
7946-HJDUR  2013-05-29          41.69            24
7946-HJDUR  2013-05-29          40.08            20
7946-HJDUR  2013-06-03          75.07            27
7946-HJDUR  2013-06-21          58.40            30
7946-HJDUR  2013-08-11          67.34            34
7946-HJDUR  2013-08-14          59.53            22
7946-HJDUR  2013-08-19          51.94            32
7946-HJDUR  2013-08-22          58.85            28
```","{'customerID': '7946-HJDUR', 'InvoiceDate': '2013-10-21', 'InvoiceAmount': 55.21, 'DaysToSettle': 16}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8102-ABPKQ will take for the payment of an invoice dated 2013-08-12 with an amount 49.31 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8102-ABPKQ  2012-01-25          66.92            47
8102-ABPKQ  2012-03-04          83.15            47
8102-ABPKQ  2012-03-15          66.88            51
8102-ABPKQ  2012-05-10          68.21            44
8102-ABPKQ  2012-07-25          61.39            41
8102-ABPKQ  2012-07-31          55.50            44
8102-ABPKQ  2012-08-18          57.38            42
8102-ABPKQ  2012-09-22          32.86            41
8102-ABPKQ  2012-09-23          67.92            44
8102-ABPKQ  2012-09-27          58.99            42
8102-ABPKQ  2012-10-29          49.70            32
8102-ABPKQ  2012-11-18          74.55            47
8102-ABPKQ  2012-11-18          74.16            45
8102-ABPKQ  2013-02-12          60.30            53
8102-ABPKQ  2013-02-20          53.11            35
8102-ABPKQ  2013-03-09          46.86            34
8102-ABPKQ  2013-03-12          58.52            47
8102-ABPKQ  2013-03-17          76.85            47
8102-ABPKQ  2013-04-08          56.01            30
8102-ABPKQ  2013-04-17          70.59            46
8102-ABPKQ  2013-05-29          67.35            55
8102-ABPKQ  2013-06-18          64.59            49
8102-ABPKQ  2013-06-25          80.68            44
8102-ABPKQ  2013-06-27          48.45            56
8102-ABPKQ  2013-07-05          85.30            55
```","{'customerID': '8102-ABPKQ', 'InvoiceDate': '2013-08-12', 'InvoiceAmount': 49.31, 'DaysToSettle': 49}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8156-PCYBM will take for the payment of an invoice dated 2013-09-28 with an amount 76.25 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8156-PCYBM  2012-01-17          67.15            43
8156-PCYBM  2012-01-24          72.70            39
8156-PCYBM  2012-02-14          76.47            43
8156-PCYBM  2012-03-04          59.30            27
8156-PCYBM  2012-03-10          71.80            25
8156-PCYBM  2012-03-18          48.20            39
8156-PCYBM  2012-03-22          42.61            25
8156-PCYBM  2012-03-28          64.40            31
8156-PCYBM  2012-05-12          93.36            30
8156-PCYBM  2012-05-17          82.20            29
8156-PCYBM  2012-07-05          55.53            25
8156-PCYBM  2012-08-20          61.58            16
8156-PCYBM  2012-09-07          50.88            31
8156-PCYBM  2012-09-24          85.49            26
8156-PCYBM  2012-10-21          70.12            32
8156-PCYBM  2012-10-31          50.24            25
8156-PCYBM  2012-11-23          68.00            23
8156-PCYBM  2012-11-25          46.00            25
8156-PCYBM  2012-12-26         104.02            36
8156-PCYBM  2013-01-04          58.03            30
8156-PCYBM  2013-01-17          62.12            36
8156-PCYBM  2013-01-19          55.82            24
8156-PCYBM  2013-02-06          80.93            26
8156-PCYBM  2013-02-28          50.80            28
8156-PCYBM  2013-03-27          74.57            32
8156-PCYBM  2013-05-13          70.87            26
8156-PCYBM  2013-05-28          74.59            30
8156-PCYBM  2013-06-10          62.64            34
8156-PCYBM  2013-08-22          52.87            27
```","{'customerID': '8156-PCYBM', 'InvoiceDate': '2013-09-28', 'InvoiceAmount': 76.25, 'DaysToSettle': 26}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8364-UWVLM will take for the payment of an invoice dated 2013-09-15 with an amount 65.36 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8364-UWVLM  2012-01-06          70.34            31
8364-UWVLM  2012-02-04          69.78            26
8364-UWVLM  2012-02-29          68.31            29
8364-UWVLM  2012-05-11          54.92            54
8364-UWVLM  2012-06-30          74.84            36
8364-UWVLM  2012-08-20          78.83            44
8364-UWVLM  2012-10-10         105.85            21
8364-UWVLM  2012-10-19          75.11            22
8364-UWVLM  2012-11-12          92.03            26
8364-UWVLM  2012-11-27          50.70            24
8364-UWVLM  2012-12-05         101.44            20
8364-UWVLM  2013-02-06          91.59            30
8364-UWVLM  2013-02-13          92.10            14
8364-UWVLM  2013-02-16          53.51            19
8364-UWVLM  2013-03-12          86.69            14
8364-UWVLM  2013-03-16          62.67            34
8364-UWVLM  2013-03-21          83.02            23
8364-UWVLM  2013-05-17          69.82            17
8364-UWVLM  2013-06-04          63.58            20
```","{'customerID': '8364-UWVLM', 'InvoiceDate': '2013-09-15', 'InvoiceAmount': 65.36, 'DaysToSettle': 36}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8389-TCXFQ will take for the payment of an invoice dated 2013-11-30 with an amount 73.6 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8389-TCXFQ  2012-01-22          72.49            30
8389-TCXFQ  2012-05-07          30.53            43
8389-TCXFQ  2012-06-01          83.68            37
8389-TCXFQ  2012-06-05          38.73            37
8389-TCXFQ  2012-08-01          71.83            34
8389-TCXFQ  2012-08-04          69.65            40
8389-TCXFQ  2012-08-23          63.12            30
8389-TCXFQ  2012-09-11          46.35            28
8389-TCXFQ  2012-10-21          42.87            16
8389-TCXFQ  2012-10-22          61.60            29
8389-TCXFQ  2013-01-09          51.20            15
8389-TCXFQ  2013-01-12          60.35            36
8389-TCXFQ  2013-01-30          85.50            14
8389-TCXFQ  2013-01-31          62.78            40
8389-TCXFQ  2013-02-01          55.00            21
8389-TCXFQ  2013-02-09          62.41            47
8389-TCXFQ  2013-02-25          88.67            29
8389-TCXFQ  2013-03-01          53.38            43
8389-TCXFQ  2013-03-10          37.02            26
8389-TCXFQ  2013-04-18          50.37            20
8389-TCXFQ  2013-05-03          73.57            14
8389-TCXFQ  2013-05-03          85.99            20
8389-TCXFQ  2013-05-18          51.53            16
8389-TCXFQ  2013-05-23          71.65            23
8389-TCXFQ  2013-05-27          50.89            14
8389-TCXFQ  2013-06-06          65.16             8
8389-TCXFQ  2013-06-11          88.19            25
8389-TCXFQ  2013-07-17          76.26            27
8389-TCXFQ  2013-08-15          74.05            14
8389-TCXFQ  2013-09-22          67.76            30
8389-TCXFQ  2013-10-09          59.21            26
```","{'customerID': '8389-TCXFQ', 'InvoiceDate': '2013-11-30', 'InvoiceAmount': 73.6, 'DaysToSettle': 38}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8690-EEBEO will take for the payment of an invoice dated 2013-11-11 with an amount 54.43 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8690-EEBEO  2012-01-29          49.83            37
8690-EEBEO  2012-02-18          83.33            41
8690-EEBEO  2012-03-20          29.34            42
8690-EEBEO  2012-03-22          64.10            35
8690-EEBEO  2012-04-08          71.72            37
8690-EEBEO  2012-04-24          52.80            36
8690-EEBEO  2012-05-16          71.26            52
8690-EEBEO  2012-05-25          71.04            51
8690-EEBEO  2012-06-15          51.35            42
8690-EEBEO  2012-08-19          59.40            35
8690-EEBEO  2012-08-24          46.39            35
8690-EEBEO  2012-09-09         102.79            44
8690-EEBEO  2012-11-06          50.27            35
8690-EEBEO  2012-12-04          57.78            37
8690-EEBEO  2013-02-26          53.45            33
8690-EEBEO  2013-03-01          61.04            37
8690-EEBEO  2013-03-21          92.50            36
8690-EEBEO  2013-03-26          57.97            57
8690-EEBEO  2013-04-09          84.60            37
8690-EEBEO  2013-04-18          74.89            30
8690-EEBEO  2013-05-31          62.35            38
8690-EEBEO  2013-07-26          64.18            31
8690-EEBEO  2013-08-11          62.83            27
8690-EEBEO  2013-08-13          74.69            27
8690-EEBEO  2013-08-19          36.26            37
8690-EEBEO  2013-09-16          36.97            22
8690-EEBEO  2013-09-21          40.94            27
8690-EEBEO  2013-10-24          43.31            38
8690-EEBEO  2013-10-30          57.16            36
```","{'customerID': '8690-EEBEO', 'InvoiceDate': '2013-11-11', 'InvoiceAmount': 54.43, 'DaysToSettle': 37}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8820-BLYDZ will take for the payment of an invoice dated 2013-09-21 with an amount 78.8 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8820-BLYDZ  2012-01-06          78.05            10
8820-BLYDZ  2012-01-16          78.37             7
8820-BLYDZ  2012-02-06          71.46            13
8820-BLYDZ  2012-04-01         100.70            15
8820-BLYDZ  2012-04-02          69.97            10
8820-BLYDZ  2012-04-08          83.49            12
8820-BLYDZ  2012-05-28          95.99            15
8820-BLYDZ  2012-07-06          54.33            11
8820-BLYDZ  2012-07-19          70.13             9
8820-BLYDZ  2012-07-23          85.33             7
8820-BLYDZ  2012-09-03          64.95            13
8820-BLYDZ  2012-09-11          74.18             4
8820-BLYDZ  2012-10-13          66.12             9
8820-BLYDZ  2013-01-12          46.32             9
8820-BLYDZ  2013-02-02          77.35             9
8820-BLYDZ  2013-02-03          60.75            10
8820-BLYDZ  2013-02-21          61.96             7
8820-BLYDZ  2013-03-31          73.49             2
8820-BLYDZ  2013-07-12          71.96             2
8820-BLYDZ  2013-08-22          70.91             6
8820-BLYDZ  2013-08-28          98.83             3
8820-BLYDZ  2013-09-21          89.37             7
```","{'customerID': '8820-BLYDZ', 'InvoiceDate': '2013-09-21', 'InvoiceAmount': 78.8, 'DaysToSettle': 5}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8887-NCUZC will take for the payment of an invoice dated 2013-11-03 with an amount 52.14 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8887-NCUZC  2012-01-03          15.99            43
8887-NCUZC  2012-01-10           7.45            40
8887-NCUZC  2012-03-29          10.47            29
8887-NCUZC  2012-04-10          59.56            54
8887-NCUZC  2012-05-30          42.76            40
8887-NCUZC  2012-05-31          40.07            34
8887-NCUZC  2012-06-01          34.27            30
8887-NCUZC  2012-06-01          34.41            35
8887-NCUZC  2012-06-17          40.38            32
8887-NCUZC  2012-06-17          10.73            18
8887-NCUZC  2012-07-05           7.74            32
8887-NCUZC  2012-07-17          57.63            52
8887-NCUZC  2012-08-29          38.37            32
8887-NCUZC  2012-10-01          42.00            23
8887-NCUZC  2012-11-29          10.94            22
8887-NCUZC  2012-12-01          30.80            39
8887-NCUZC  2013-01-12          36.96            28
8887-NCUZC  2013-02-03          37.17            43
8887-NCUZC  2013-02-11          26.37            21
8887-NCUZC  2013-03-22          24.19            34
8887-NCUZC  2013-04-15          64.19            22
8887-NCUZC  2013-04-16          37.38            35
8887-NCUZC  2013-05-13          31.84            23
8887-NCUZC  2013-05-24          51.66            35
8887-NCUZC  2013-05-26          27.84            40
8887-NCUZC  2013-06-11          53.19            28
8887-NCUZC  2013-07-05          13.15            27
8887-NCUZC  2013-07-12          26.25            35
8887-NCUZC  2013-07-17          36.21            42
8887-NCUZC  2013-09-19          16.58            23
8887-NCUZC  2013-09-26          31.45            39
8887-NCUZC  2013-10-09          55.55            35
8887-NCUZC  2013-10-21          44.09            31
```","{'customerID': '8887-NCUZC', 'InvoiceDate': '2013-11-03', 'InvoiceAmount': 52.14, 'DaysToSettle': 25}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8942-ERSWK will take for the payment of an invoice dated 2013-11-12 with an amount 32.95 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8942-ERSWK  2012-01-25           7.55            26
8942-ERSWK  2012-02-17          38.97            12
8942-ERSWK  2012-03-17          26.16            26
8942-ERSWK  2012-04-15          38.85             8
8942-ERSWK  2012-05-31          24.59             8
8942-ERSWK  2012-07-03          25.41             8
8942-ERSWK  2012-07-14          16.31            12
8942-ERSWK  2012-07-26          13.36            11
8942-ERSWK  2012-08-18          15.18             7
8942-ERSWK  2012-09-18          13.06            12
8942-ERSWK  2012-11-17          29.41            16
8942-ERSWK  2012-11-27          35.49            14
8942-ERSWK  2012-12-02          23.50            12
8942-ERSWK  2013-01-12          14.09             9
8942-ERSWK  2013-02-09          40.52             8
8942-ERSWK  2013-03-16          13.88             5
8942-ERSWK  2013-04-15          22.01            10
8942-ERSWK  2013-04-21          34.12            19
8942-ERSWK  2013-05-03          23.32             7
8942-ERSWK  2013-05-25          51.60             8
8942-ERSWK  2013-05-26           7.47             5
8942-ERSWK  2013-07-22          14.00             5
8942-ERSWK  2013-08-11          37.13            31
8942-ERSWK  2013-09-18          19.82             4
8942-ERSWK  2013-10-19           7.39            10
8942-ERSWK  2013-10-19          20.22             8
8942-ERSWK  2013-10-27           9.53             5
8942-ERSWK  2013-10-29          12.62             8
```","{'customerID': '8942-ERSWK', 'InvoiceDate': '2013-11-12', 'InvoiceAmount': 32.95, 'DaysToSettle': 3}"
"Given the dataset delimited by the triple backticks, forecast number of days client 8976-AMJEO will take for the payment of an invoice dated 2013-09-14 with an amount 69.29 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
8976-AMJEO  2012-01-15          57.55            31
8976-AMJEO  2012-03-25          67.41            24
8976-AMJEO  2012-04-14          77.90            26
8976-AMJEO  2012-04-15          59.74            23
8976-AMJEO  2012-05-12         103.67            21
8976-AMJEO  2012-05-21          84.81            29
8976-AMJEO  2012-07-08          54.59            18
8976-AMJEO  2012-09-26          53.18            20
8976-AMJEO  2012-10-25          51.96            29
8976-AMJEO  2012-11-11          59.80            26
8976-AMJEO  2012-12-08          68.72            25
8976-AMJEO  2012-12-17          42.45            14
8976-AMJEO  2012-12-29          83.93            20
8976-AMJEO  2013-01-18          84.87            18
8976-AMJEO  2013-01-26          61.74            36
8976-AMJEO  2013-03-21          70.99            33
8976-AMJEO  2013-04-03          90.34            46
8976-AMJEO  2013-05-16          69.88            19
8976-AMJEO  2013-05-21          97.63            24
8976-AMJEO  2013-05-23          39.60            26
8976-AMJEO  2013-06-09          87.79            39
8976-AMJEO  2013-06-15          93.56            23
8976-AMJEO  2013-06-22          62.94            30
8976-AMJEO  2013-06-23          43.74            29
8976-AMJEO  2013-08-18          78.79            22
```","{'customerID': '8976-AMJEO', 'InvoiceDate': '2013-09-14', 'InvoiceAmount': 69.29, 'DaysToSettle': 24}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9014-WENVB will take for the payment of an invoice dated 2013-07-20 with an amount 48.93 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9014-WENVB  2012-01-17          69.99            29
9014-WENVB  2012-01-31          69.55            28
9014-WENVB  2012-02-03          68.48            31
9014-WENVB  2012-06-09          59.85            29
9014-WENVB  2012-06-20          67.07            30
9014-WENVB  2012-07-01          72.69            28
9014-WENVB  2012-09-12          53.64            26
9014-WENVB  2012-09-25          69.46            38
9014-WENVB  2012-09-25          59.56            22
9014-WENVB  2012-10-16          58.76            29
9014-WENVB  2012-11-22          89.68            32
9014-WENVB  2012-11-26          65.19            29
9014-WENVB  2012-12-19          66.08            18
9014-WENVB  2013-02-13          60.03            26
9014-WENVB  2013-03-14          78.25            44
9014-WENVB  2013-03-14          60.64            33
9014-WENVB  2013-03-30          64.66            29
9014-WENVB  2013-04-13          65.83            50
9014-WENVB  2013-06-05          26.13            38
9014-WENVB  2013-06-22          61.20            30
```","{'customerID': '9014-WENVB', 'InvoiceDate': '2013-07-20', 'InvoiceAmount': 48.93, 'DaysToSettle': 25}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9117-LYRCE will take for the payment of an invoice dated 2013-10-13 with an amount 68.25 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9117-LYRCE  2012-01-25          22.09            41
9117-LYRCE  2012-03-05          68.66            48
9117-LYRCE  2012-05-16          29.99            47
9117-LYRCE  2012-05-21          63.33            51
9117-LYRCE  2012-05-29          55.55            36
9117-LYRCE  2012-07-27          69.95            67
9117-LYRCE  2012-08-21          42.62            54
9117-LYRCE  2012-09-25          37.19            37
9117-LYRCE  2012-10-11          86.60            33
9117-LYRCE  2012-10-21          57.17            40
9117-LYRCE  2012-10-25          61.31            31
9117-LYRCE  2012-11-11          11.13            36
9117-LYRCE  2013-01-02          49.59            35
9117-LYRCE  2013-01-15          60.11            43
9117-LYRCE  2013-02-20          29.25            31
9117-LYRCE  2013-03-01          58.69            60
9117-LYRCE  2013-04-14          45.60            55
9117-LYRCE  2013-05-27          48.73            39
9117-LYRCE  2013-05-28          67.72            27
9117-LYRCE  2013-07-30          41.64            28
9117-LYRCE  2013-10-04          59.73            24
```","{'customerID': '9117-LYRCE', 'InvoiceDate': '2013-10-13', 'InvoiceAmount': 68.25, 'DaysToSettle': 34}"
